"NumLic","CodUG","Instituicao","ModComp","Processo","Objeto","Situacao","CodOrgao","NomeOrgao","Municipio","DataCompra","DataLicitacao","Valor","Mes","Ano"
652016,154051,"UNIVERSIDADE FEDERAL DE VICOSA","INEXIGIBILIDADE DE LICITACAO","015898/2015","OBJETO: AQUISICAO DE BATERIAS PARA NOBREAK","PUBLICADO",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2016-01-07,NA,8320,"janeiro",2016
2732015,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","012250/2015","OBJETO: PREGAO ELETRONICO -  AQUISICAO DE CONJUNTO MODULO DIDATICO PARA INSTALACOES ELETRICAS RESIDENCIAIS E PREDIAIS.","EVENTO DE RESULTADO DE JULGAME",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2016-01-04,2015-11-04,67539.99,"janeiro",2016
3162015,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO","013379/2015","OBJETO: PREGAO ELETRONICO -  CONTRATACAO DE EMPRESA PARA PRESTACAO DE SERVICO DE IMPRESSAO/COPIA, ENCADERNACAO, ACABAMENTO, MANUSEIO E EMBALAGEM DE MATERIAL DIDATICO PEDAGOGICO, DO PROGRAMA E-TEC BRASIL 2015 / UFV ? CAMPUS FLORESTAL","PUBLICADO",26282,"UNIVERSIDADE FEDERAL DE VICOSA","FLORESTAL",2016-01-28,2015-11-04,0,"janeiro",2016
3182015,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO - REGISTRO DE PRECO","013391/2015","OBJETO: PREGAO ELETRONICO -  AQUISICAO DE REVESTIMENTO CERAMICO, AZULEJO, RODAPE E OUTROS","PUBLICADO",26282,"UNIVERSIDADE FEDERAL DE VICOSA","FLORESTAL",2016-01-28,2015-12-02,0,"janeiro",2016
3472015,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO - REGISTRO DE PRECO","014163/2015","OBJETO: PREGAO ELETRONICO -  AQUISICAO DE MATERIAIS PARA CONSTRUCAO","PUBLICADO",26282,"UNIVERSIDADE FEDERAL DE VICOSA","FLORESTAL",2016-01-28,2015-12-01,19500,"janeiro",2016
3492015,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO","014719/2015","OBJETO: PREGAO ELETRONICO -  CONTRATACAO DE EMPRESA PARA PRESTACAO DE SERVICO NAO CONTINUADO DE SERVICOS ELETRICOS.","PUBLICADO",26282,"UNIVERSIDADE FEDERAL DE VICOSA","FLORESTAL",2016-01-28,2015-12-10,117700,"janeiro",2016
3502015,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO","014722/2015","OBJETO: PREGAO ELETRONICO -  CONTRATACAO DE EMPRESA PARA  PRESTACAO DE SERVICO NAO CONTINUADO DE INSTALACAO DE PLACAS EM VIAS PUBLICAS, TACHAS REFLETIVAS E PINTURA DAS SINALIZACOES HORIZONTAIS","PUBLICADO",26282,"UNIVERSIDADE FEDERAL DE VICOSA","FLORESTAL",2016-01-28,2015-12-10,115200,"janeiro",2016
3552015,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","014927/2015","OBJETO: PREGAO ELETRONICO -  AQUISICAO DE GAS LIQUEFEITO DE PETROLEO, EM BOTIJOES DE 13 E 45 KG PARA REPOSICAO DO ESTOQUE PARA O EXERCICIO DE 2016.","EVENTO DE RESULTADO DE JULGAME",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2016-01-04,2015-12-14,53265,"janeiro",2016
3702015,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","015878/2015","OBJETO: PREGAO ELETRONICO -  AQUISICAO DE COMBUSTIVEIS","EVENTO DE RESULTADO DE JULGAME",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2016-01-28,2016-01-22,866800,"janeiro",2016
3722015,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","012877/2015","OBJETO: PREGAO ELETRONICO -  CONTRATACAO DE SERVICO NAO CONTINUADO DE MANUTENCAO DE AR CONDICIONADO.","EVENTO DE RESULTADO DE JULGAME",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2016-01-04,2015-12-14,10000,"janeiro",2016
