"NumLic","CodUG","Instituicao","ModComp","Processo","Objeto","Situacao","CodOrgao","NomeOrgao","Municipio","DataCompra","DataLicitacao","Valor","Mes","Ano"
22013,154051,"UNIVERSIDADE FEDERAL DE VICOSA","DISPENSA DE LICITACAO","000783/2013","OBJETO: CONTRATACAO DE INTERPRETE DE LINGUA PORTUGUESA-LIBRAS PARA TRABALHAR NO I SEMINARIO DE INCLUSAO E SURDEZ.","ENCERRADO",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2013-01-22,NA,6400,"janeiro",2013
8922012,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","23114.014233/2012","OBJETO: PREGAO ELETRONICO -  CONTRATACAO DE SERVICO CONTINUADO DE APOIO ADMINISTRATIVO, LIMPEZA E OUTROS.","EVENTO DE RESULTADO DE JULGAME",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2013-01-28,2012-11-29,430519.24,"janeiro",2013
9412012,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","016303/2012","OBJETO: PREGAO ELETRONICO -  AQUISICAO DE GAS LIQUEFEITO DE PETROLEO - GLP (BOTIJAO DE 13 E 45 KG)","EVENTO DE RESULTADO DE JULGAME",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2013-01-14,2012-12-17,45100,"janeiro",2013
9462012,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","16429/2012","OBJETO: PREGAO ELETRONICO -  EMISSAO DE BILHETE DE PASSAGEM AEREA NACIONAL E INTERNACIONAL.","EVENTO DE RESULTADO DE JULGAME",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2013-01-18,2012-12-21,467466.48,"janeiro",2013
9602012,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","017416/2012","OBJETO: PREGAO ELETRONICO -  AQUISICAO DE COMBUSTIVEL: OLEO DIESEL E GASOLINA COMUM C.","PUBLICADO",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2013-01-14,2013-01-03,134275,"janeiro",2013
9612012,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","017418/2012","OBJETO: PREGAO ELETRONICO -  AQUISICAO DE OLEO DIESEL DIRETO DA BOMBA.","PUBLICADO",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2013-01-14,2013-01-03,75932.5,"janeiro",2013
9632012,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","17423/2012","OBJETO: PREGAO ELETRONICO -  GENEROS ALIMENTICIOS: CARNE DE GADO, BISCOITOS, FARINHA LACTEA, OVO DE CODORNA E OUTROS.","EVENTO DE RESULTADO DE JULGAME",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2013-01-18,2013-01-16,9306.72,"janeiro",2013
9642012,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","017470/2012","OBJETO: PREGAO ELETRONICO -  AQUISICAO DE GENEROS ALIMENTICIOS DIVERSOS (CARNES, ACUCAR, CONDIMENTOS, SUCOS, E OUTROS)","EVENTO DE RESULTADO DE JULGAME",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2013-01-18,2013-01-15,9669.11,"janeiro",2013
9652012,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","017395/2012","OBJETO: PREGAO ELETRONICO -  AQUISICAO DE GAS COMPRIMIDO ACETILENO COMUM E OUTROS","EVENTO DE RESULTADO DE JULGAME",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2013-01-21,2013-01-14,334228,"janeiro",2013
9672012,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","017608/2012","OBJETO: PREGAO ELETRONICO -  MANUTENCAO DE DISJUNTORES.","PUBLICADO",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2013-01-21,2013-01-21,0,"janeiro",2013
9722012,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","017842/2012","OBJETO: PREGAO ELETRONICO -  LOCACAO DE VEICULO TIPO VAN, COM MOTORISTA, COM CAPACIDADE MINIMA DE 19 LUGARES.","EVENTO DE RESULTADO DE JULGAME",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2013-01-14,2013-01-07,42609.99,"janeiro",2013
12013,154051,"UNIVERSIDADE FEDERAL DE VICOSA","DISPENSA DE LICITACAO","000524/2013","OBJETO: SINALIZADOR - BARRA SINALIZADORA DE LUZES WINGLUX BASIC 12VCC, 47 POLEGADAS, 14 MODULOS, LED 4 X 2, COR AMBAR, SINALIZADOR SERA USADO EM VEICULO GOL.","ENCERRADO",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2013-02-25,NA,2699.99,"fevereiro",2013
12013,154051,"UNIVERSIDADE FEDERAL DE VICOSA","INEXIGIBILIDADE DE LICITACAO","000081/2013","OBJETO: PUBLICACAO/DIVULGACAO DE MATERIA ESCRITA OU ELETRONICA NO DIARIO OFICIAL DA UNIAO (DOU), DE EVENTOS, EDITAIS DE LICITACAO, EXTRATOS DE CONVENIOS, EXTRATOS DE CONTRATOS FIRMADOS PELA INSTITUICAO E OUTROS,DURANTE O EXERCICIO DE 2013.","PUBLICADO",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2013-02-14,NA,715000,"fevereiro",2013
22013,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","000292/2013","OBJETO: PREGAO ELETRONICO -  AQUISICAO DE FILME POLIESTER, PAPEL AUTO-ADESIVO, PLASTICO BOLHA E OUTROS.","EVENTO DE RESULTADO DE JULGAME",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2013-02-15,2013-02-14,5152.19,"fevereiro",2013
