"NumLic","CodUG","Instituicao","ModComp","Processo","Objeto","Situacao","CodOrgao","NomeOrgao","Municipio","DataCompra","DataLicitacao","Valor","Mes","Ano"
12020,154051,"UNIVERSIDADE FEDERAL DE VICOSA","DISPENSA DE LICITACAO","000168/2020","OBJETO: CONTRATACAO DE INSTITUICAO DE APOIO PARA GESTAO DE RECURSOS ORIUNDOS DO TERMO ADITIVO AO TED ENTRE A SNDU E A UFV, PROCESSO 59000.008020/2019-90.","PUBLICADO",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2020-01-30,NA,229971.09,"janeiro",2020
32019,154051,"UNIVERSIDADE FEDERAL DE VICOSA","CONCORRENCIA","005810/2019","OBJETO: EXECUCAO DA TERCEIRA ETAPA DA CONSTRUCAO DA OBRA DESTINADA AO IDATA, SITUADA NO CAMPUS VICOSA, DA UNIVERSIDADE FEDERAL DE VICOSA, MINAS GERAIS.","EVENTO DE RESULTADO DE JULGAME",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2020-01-09,NA,4347661.56,"janeiro",2020
32020,154051,"UNIVERSIDADE FEDERAL DE VICOSA","DISPENSA DE LICITACAO","000297/2020","OBJETO: CONTRATACAO DOS SERVICOS DE LIMPEZA E HIGIENIZACAO DO ESCRITORIO DE REPRESENTACAO DA UFV EM BELO HORIZONTE-MG.","ENCERRADO",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2020-01-29,NA,12782.88,"janeiro",2020
592019,154051,"UNIVERSIDADE FEDERAL DE VICOSA","DISPENSA DE LICITACAO","007865/2019","OBJETO: AQUISICAO DE MATERIAIS ELETRICOS DIVERSOS","PUBLICADO",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2020-01-29,NA,26970.66,"janeiro",2020
1092019,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO - REGISTRO DE PRECO","005528/2019","OBJETO: PREGAO ELETRONICO -  SRP - AQUISICAO DE EQUIPAMENTOS DE TI (NOTEBOOK, PROJETOR, IMPRESSORAS, ETC)","PUBLICADO",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2020-01-15,2019-11-08,50760,"janeiro",2020
1432019,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO - REGISTRO DE PRECO","006729/2019","OBJETO: PREGAO ELETRONICO -  SRP - AQUISICAO DE MATERIAIS DE HIGIENE, LIMPEZA E OUTROS","PUBLICADO",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2020-01-30,2020-01-20,1374,"janeiro",2020
1632019,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","007531/2019","OBJETO: PREGAO ELETRONICO -  AQUISICAO DE GENEROS ALIMENTICIOS E HORTIFRUTI PARA O LDI","PUBLICADO",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2020-01-20,2020-01-15,45757.89,"janeiro",2020
1702019,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO - REGISTRO DE PRECO","007749/2019","OBJETO: PREGAO ELETRONICO -  SRP - AQUISICAO DE SUPLEMENTO ALIMENTAR ANIMAL, FARELO DE SOJA, FARELO DE TRIGO, SAL MOIDO E OUTROS","PUBLICADO",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2020-01-23,2020-01-23,0,"janeiro",2020
1762019,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","008313/2019","OBJETO: PREGAO ELETRONICO -  AQUISICAO DE PAO FRANCES E PAO DOCE.","PUBLICADO",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2020-01-21,2020-01-21,194300,"janeiro",2020
12020,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","00064/2019","OBJETO: PREGAO ELETRONICO -  AQUISICAO DE GASES ESPECIAIS","PUBLICADO",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2020-02-04,2020-02-04,96114,"fevereiro",2020
