"NumLic","CodUG","Instituicao","ModComp","Processo","Objeto","Situacao","CodOrgao","NomeOrgao","Municipio","DataCompra","DataLicitacao","Valor","Mes","Ano"
22017,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","016263/2016","OBJETO: PREGAO ELETRONICO -  AQUISICAO DE GENEROS ALIMENTICIOS (VERDURAS, FRUTAS, PAO DE FORMA, CARNE DE FRANGO, ETC)","PUBLICADO",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2017-01-25,2017-01-18,24027.12,"janeiro",2017
2872016,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO","012015/2016","OBJETO: PREGAO ELETRONICO -  CONTRATACAO DE EMPRESA PARA A PRESTACAO DE SERVICOS  CONTINUADOS DE VIGIA DIURNO E NOTURNO, QUE COMPREENDERA O FORNECIMENTO DE MAO-DE-OBRA NECESSARIA E ADEQUADA A EXECUCAO DOS SERVICOS, NAS DEPENDENCIAS DA UNIVERSIDADE FEDERAL DE VICOSA   CAMPUS FLORESTAL.","EVENTO DE ADIAMENTO PUBLICADO",26282,"UNIVERSIDADE FEDERAL DE VICOSA","FLORESTAL",2017-01-11,2016-11-24,434935,"janeiro",2017
3442016,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","012894/2016","OBJETO: PREGAO ELETRONICO -  CONTRATACAO DE EMPRESA ESPECIALIZADA  NA PRESTACAO DE SERVICO CONTINUADO DE IMPRESSAO CORPORATIVA EM REGIME DE FRANQUIAS.","EVENTO DE SUSPENSAO PUBLICADO",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2017-01-25,2016-12-30,559399.92,"janeiro",2017
3542016,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO - REGISTRO DE PRECO","014893/2016","OBJETO: PREGAO ELETRONICO -  CONTRATACAO DE EMPRESA PARA PRESTACAO DE SERVICO NAO CONTINUADO DE MANUTENCAO PREVENTIVA E CORRETIVA EM VEICULOS LEVES, VEICULOS PESADOS, MAQUINAS PESADAS E IMPLEMENTOS.","PUBLICADO",26282,"UNIVERSIDADE FEDERAL DE VICOSA","FLORESTAL",2017-01-24,2017-01-16,92000,"janeiro",2017
3572016,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO","014906/2016","OBJETO: PREGAO ELETRONICO -  CONTRATACAO DE PESSOA JURIDICA PARA A PRESTACAO DE SERVICOS NAO CONTINUADOS DE MANUTENCAO CORRETIVA DE RETROESCAVADEIRA MASSEY FERGUSON, RETROESCAVADEIRA CASE, E RETIFICA DE MOTOR, DO ONIBUS PLACA GMF-5235, PERTENCENTES A UNIVERSIDADE FEDERAL DE VICOSA, CAMPUS UFV FLORESTAL","EVENTO DE RESULTADO DE JULGAME",26282,"UNIVERSIDADE FEDERAL DE VICOSA","FLORESTAL",2017-01-26,2017-01-09,98290,"janeiro",2017
3602016,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO - REGISTRO DE PRECO","015010/2016","OBJETO: PREGAO ELETRONICO -  AQUISICAO DE FERRAGENS","EVENTO DE RESULTADO DE JULGAME",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2017-01-23,2017-01-04,29500,"janeiro",2017
3612016,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","015266/2016","OBJETO: PREGAO ELETRONICO -  AQUISICAO DE AREIA","EVENTO DE RESULTADO DE JULGAME",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2017-01-06,2016-12-27,46000,"janeiro",2017
3642016,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","015535/2016","OBJETO: PREGAO ELETRONICO -  AQUISICAO DE SILAGEM DE MILHO","EVENTO DE RESULTADO DE JULGAME",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2017-01-03,2016-12-29,67988.79,"janeiro",2017
3662016,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","016021/2016","OBJETO: PREGAO ELETRONICO -  SEGURO ESTUDANTIL. CONTRATACAO DE EMPRESA ESPECIALIZADA PARA PRESTACAO DE SERVICO DE ACIDENTES PESSOAIS.","EVENTO DE RESULTADO DE JULGAME",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2017-01-09,2017-01-05,109920,"janeiro",2017
12017,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO - REGISTRO DE PRECO","000075/2017","OBJETO: PREGAO ELETRONICO -  AQUISICAO DE TIJOLOS.","EVENTO DE RESULTADO DE JULGAME",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2017-02-20,2017-02-13,28200,"fevereiro",2017
152017,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","000676/2017","OBJETO: PREGAO ELETRONICO -  AQUISICAO DE GAS LIQUEFEITO DE PETROLEO - GAS TIPO GLP - BOTIJOES DE 13 E DE 45 KG.","EVENTO DE RESULTADO DE JULGAME",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2017-02-24,2017-02-09,35484,"fevereiro",2017
322017,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","001050/2017","OBJETO: PREGAO ELETRONICO -  AQUISICAO DE CHAPAS PARA IMPRESSAO, SOLUCAO DE USO GRAFICO E REVELADOR DE IMPRESSAO.","EVENTO DE RESULTADO DE JULGAME",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2017-02-24,2017-02-22,47464.98,"fevereiro",2017
372017,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","001203/2017","OBJETO: PREGAO ELETRONICO -  AQUISICAO DE SILAGEM DE MILHO.","PUBLICADO",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2017-02-24,2017-02-23,29535,"fevereiro",2017
3392016,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","013466/2016","OBJETO: PREGAO ELETRONICO -  CONTRATACAO DE PRESTACAO DE SERVICOS TERCEIRIZADOS DE MANUTENCAO VEICULAR E OPERACAO DE MAQUINAS PESADAS","EVENTO DE RESULTADO DE JULGAME",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2017-02-14,2016-12-05,512787.12,"fevereiro",2017
12017,154051,"UNIVERSIDADE FEDERAL DE VICOSA","DISPENSA DE LICITACAO","001991/2017","OBJETO: CONTRATACAO DE PESSOA JURIDICA ESPECIALIZADA PARA A PRESTACAO DE SERVICOS NAO CONTINUADO DE MANUTENCAO DE RELOGIO DE PONTO.","ENCERRADO",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2017-03-09,NA,280,"março",2017
72017,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO - REGISTRO DE PRECO","000147/2017","OBJETO: PREGAO ELETRONICO -  AQUISICAO DE FILMES, REVELADOR E FIXADOR PARA RADIOLOGIA.","PUBLICADO",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2017-03-08,2017-03-03,51275,"março",2017
