"NumLic","CodUG","Instituicao","ModComp","Processo","Objeto","Situacao","CodOrgao","NomeOrgao","Municipio","DataCompra","DataLicitacao","Valor","Mes","Ano"
12018,154051,"UNIVERSIDADE FEDERAL DE VICOSA","DISPENSA DE LICITACAO","015267/2017","OBJETO: FORNECIMENTO DE ENERGIA ELETRICA PARA A CEPET, EM CAPINOPOLIS.","PUBLICADO",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2018-01-22,NA,72000,"janeiro",2018
12018,154051,"UNIVERSIDADE FEDERAL DE VICOSA","INEXIGIBILIDADE DE LICITACAO","000578/2018","OBJETO: CONTRATACAO DIRETA DA CONCESSIONARIA CALECHE COMERCIO E SERVICOS LTDA - ME, PARA PRESTACAO DE SERVICO CONTINUADO DE FORNECIMENTO DE REFEICOES PARA ESTUDANTES REGULARMENTE MATRICULADOS NA UFV, CAMPUS RIO PARANAIBA.","PUBLICADO",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2018-01-31,NA,1499904,"janeiro",2018
42018,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","23114.000334/2018","OBJETO: PREGAO ELETRONICO -  CONTRATACAO DE SERVICO NAO CONTINUADO DE SOM, ILUMINACAO, IMAGEM E GERADOR DE ENERGIA, DECORACAO E MONTAGEM DE ESTRUTURAS PARA ATENDER AS NECESSIDADES DA COLACAO DE GRAU DOS FORMANDOS DO 2º SEMESTRE DE 2017 DA UFV-CAMPUS RIO PARANAIBA.","EVENTO DE RESULTADO DE JULGAME",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2018-01-29,2018-01-25,34870,"janeiro",2018
122017,154051,"UNIVERSIDADE FEDERAL DE VICOSA","TOMADA DE PRECOS","014590/2017","OBJETO: OBRAS CIVIS PUBLICA - EXECUCAO DE SERVICOS DE REFORMA, SOB O REGIME DE EMPREITADA POR PRECO UNITARIO, NECESSARIOS A REFORMA DO SISTEMA DE BOMBAS DA ESTACAO DE TRATAMENTO DE ESGOTO DO ESTABULO MODELO DO DEPARTAMENTO DE ZOOTECNIA DA UNIVERSIDADE FEDERAL DE VICOSA, CAMPUS VICOSA, MINAS GERAIS.","EVENTO DE REVOGACAO PUBLICADO",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2018-01-17,NA,0,"janeiro",2018
2722017,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","009403/2017","OBJETO: PREGAO ELETRONICO -  CONTRATACAO DE EMPRESA ESPECIALIZADA PARA PRESTACAO DE SERVICOS DE COLETA, TRANSPORTE, DESCONTAMINACAO E DESTINACAO DE LAMPADAS.","EVENTO DE RESULTADO DE JULGAME",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2018-01-23,2017-11-14,22992,"janeiro",2018
3022017,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO - REGISTRO DE PRECO","012160/2017","OBJETO: PREGAO ELETRONICO -  FORNECIMENTO E INSTALACAO DE GRADIL E PORTAO.","EVENTO DE RESULTADO DE JULGAME",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2018-01-23,2017-11-23,43380,"janeiro",2018
3242017,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO - REGISTRO DE PRECO","012922/2017","OBJETO: PREGAO ELETRONICO -  AQUISICAO DE CIMENTO TIPO CPII 32.","EVENTO DE RESULTADO DE JULGAME",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2018-01-17,2017-11-23,170000,"janeiro",2018
3372017,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","014033/2017","OBJETO: PREGAO ELETRONICO -  AQUISICAO DE GAS LIQUEFEITO DE PETROLEO","EVENTO DE RESULTADO DE JULGAME",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2018-01-08,2017-12-06,42870.4,"janeiro",2018
3412017,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","013890/2017","OBJETO: PREGAO ELETRONICO -  FORNECIMENTO E INSTALACAO DE PISO AUTONIVELANTE","EVENTO DE RESULTADO DE JULGAME",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2018-01-23,2017-12-08,143498.1,"janeiro",2018
3442017,154052,"CENTRAL DE ENS.DES.AGRAR.DE FLORESTAL/UFV","PREGAO - REGISTRO DE PRECO","014481/2017","OBJETO: PREGAO ELETRONICO -  AQUISICAO DE PEN DRIVE 32GB, CANETA, PASTA , CADERNO E BLOCO DE RECADO PARA PROGRMA MEDIOTEC.","PUBLICADO",26282,"UNIVERSIDADE FEDERAL DE VICOSA","FLORESTAL",2018-01-09,2018-01-08,4800,"janeiro",2018
3452017,154051,"UNIVERSIDADE FEDERAL DE VICOSA","PREGAO","014367/2017","OBJETO: PREGAO ELETRONICO -  CONTRATACAO DE PESSOA JURIDICA ESPECIALIZADA PARA A PRESTACAO DE SERVICOS NAO CONTINUADOS DE MANUTENCAO, HIGIENIZACAO, PASSADORIA, ETC EM BECAS","EVENTO DE RESULTADO DE JULGAME",26282,"UNIVERSIDADE FEDERAL DE VICOSA","VICOSA",2018-01-08,2017-12-12,12210,"janeiro",2018
